术语	词频	归一化权重	累积权重
革命	7	0.0001	0.7816
病毒性	7	0.0001	0.7817
整倍体	7	0.0001	0.7817
精神障碍	7	0.0001	0.7818
肝炎	7	0.0001	0.7818
叶鞘	7	0.0001	0.7819
糙皮	7	0.0001	0.7819
足迹	7	0.0001	0.7820
肉毒	7	0.0001	0.7820
落叶	7	0.0001	0.7821
血样	7	0.0001	0.7821
细分	7	0.0001	0.7822
子痫	7	0.0001	0.7822
骨密度	7	0.0001	0.7823
课堂	7	0.0001	0.7823
技术手段	7	0.0001	0.7824
动物群	7	0.0001	0.7824
脱氧核糖核酸	7	0.0001	0.7825
林业	7	0.0001	0.7825
微体	7	0.0001	0.7826
短片	7	0.0001	0.7827
语义	7	0.0001	0.7827
照片	7	0.0001	0.7828
消融	7	0.0001	0.7828
降水	7	0.0001	0.7829
基础	7	0.0001	0.7829
土层	7	0.0001	0.7830
光谱信息	7	0.0001	0.7830
开放性	7	0.0001	0.7831
局限	7	0.0001	0.7831
藏药	7	0.0001	0.7832
个性化	7	0.0001	0.7832
毒理	7	0.0001	0.7833
糖脂	7	0.0001	0.7833
组内	7	0.0001	0.7834
互信息	7	0.0001	0.7834
总量	7	0.0001	0.7835
感兴趣	7	0.0001	0.7835
高纯度	7	0.0001	0.7836
集群	7	0.0001	0.7836
刚毛	7	0.0001	0.7837
心皮	7	0.0001	0.7838
有效性	7	0.0001	0.7838
紫外线	7	0.0001	0.7839
细胞培养	7	0.0001	0.7839
细胞信号	7	0.0001	0.7840
穗长	7	0.0001	0.7840
肌瘤	7	0.0001	0.7841
导向	7	0.0001	0.7841
木虱	7	0.0001	0.7842
幼穗	7	0.0001	0.7842
脐橙	7	0.0001	0.7843
教材	7	0.0001	0.7843
盆底	7	0.0001	0.7844
归类	7	0.0001	0.7844
上肢	7	0.0001	0.7845
研究生	7	0.0001	0.7845
教师	7	0.0001	0.7846
体腔	7	0.0001	0.7846
文蛤	7	0.0001	0.7847
坡度	7	0.0001	0.7847
变动	7	0.0001	0.7848
腹腔	7	0.0001	0.7849
速报	7	0.0001	0.7849
虎杖	7	0.0001	0.7850
标志性	7	0.0001	0.7850
眼压	7	0.0001	0.7851
重复性	7	0.0001	0.7851
补阳	7	0.0001	0.7852
叶部	7	0.0001	0.7852
环境压力	7	0.0001	0.7853
促进作用	7	0.0001	0.7853
丁酸	7	0.0001	0.7854
饲粮	7	0.0001	0.7854
考古学	7	0.0001	0.7855
丙氨酸	7	0.0001	0.7855
设施	7	0.0001	0.7856
先导	7	0.0001	0.7856
薏苡	7	0.0001	0.7857
整理	7	0.0001	0.7857
外壳	7	0.0001	0.7858
核菌	7	0.0001	0.7858
肾阳虚	7	0.0001	0.7859
耐低温	7	0.0001	0.7860
主体	7	0.0001	0.7860
鸡肉	7	0.0001	0.7861
结膜	7	0.0001	0.7861
杏仁核	7	0.0001	0.7862
降水量	7	0.0001	0.7862
黄金	7	0.0001	0.7863
柠条	7	0.0001	0.7863
龙血树	7	0.0001	0.7864
头颈	7	0.0001	0.7864
桔梗	7	0.0001	0.7865
农业气候	7	0.0001	0.7865
工商	7	0.0001	0.7866
业务部门	7	0.0001	0.7866
制品	7	0.0001	0.7867
白酒	7	0.0001	0.7867
范式	7	0.0001	0.7868
生信	7	0.0001	0.7868
羊肚	7	0.0001	0.7869
神经病	7	0.0001	0.7869
维管束	7	0.0001	0.7870
生精	7	0.0001	0.7871
口服	7	0.0001	0.7871
塑料	7	0.0001	0.7872
糖异生	7	0.0001	0.7872
患病率	7	0.0001	0.7873
地衣	7	0.0001	0.7873
滋养层	7	0.0001	0.7874
繁殖力	7	0.0001	0.7874
阿霉素	7	0.0001	0.7875
烯类	7	0.0001	0.7875
砧木	7	0.0001	0.7876
鸟嘌呤	7	0.0001	0.7876
总体	7	0.0001	0.7877
细叶	7	0.0001	0.7877
碎屑	7	0.0001	0.7878
亲和性	7	0.0001	0.7878
两性	7	0.0001	0.7879
猪场	7	0.0001	0.7879
妇科	7	0.0001	0.7880
圆锥	7	0.0001	0.7880
多种类型	7	0.0001	0.7881
检疫	7	0.0001	0.7882
线虫病	7	0.0001	0.7882
猪肉	7	0.0001	0.7883
油体	7	0.0001	0.7883
婴幼儿	7	0.0001	0.7884
肉牛	7	0.0001	0.7884
鸭源	7	0.0001	0.7885
锚定	7	0.0001	0.7885
肌腱	7	0.0001	0.7886
静态	7	0.0001	0.7886
鳗鲡	7	0.0001	0.7887
乳头	7	0.0001	0.7887
牙本质	7	0.0001	0.7888
孢囊	7	0.0001	0.7888
牙釉质	7	0.0001	0.7889
有机肥	7	0.0001	0.7889
地形	7	0.0001	0.7890
莲子	7	0.0001	0.7890
原料	7	0.0001	0.7891
叶色	7	0.0001	0.7891
创面	7	0.0001	0.7892
六味地黄	7	0.0001	0.7893
造影剂	7	0.0001	0.7893
多囊肾	7	0.0001	0.7894
蜜柚	7	0.0001	0.7894
族群	7	0.0001	0.7895
理想	7	0.0001	0.7895
芸豆	7	0.0001	0.7896
区系	7	0.0001	0.7896
双向电泳	7	0.0001	0.7897
姿态	7	0.0001	0.7897
外膜	7	0.0001	0.7898
电场	7	0.0001	0.7898
烟酰胺	7	0.0001	0.7899
节段	7	0.0001	0.7899
免疫刺激	7	0.0001	0.7900
球藻	7	0.0001	0.7900
遗传算法	7	0.0001	0.7901
阳性菌	7	0.0001	0.7901
偶联	7	0.0001	0.7902
差分	7	0.0001	0.7902
试材	7	0.0001	0.7903
精原	7	0.0001	0.7904
分歧	7	0.0001	0.7904
工程菌	7	0.0001	0.7905
覆盖度	7	0.0001	0.7905
终端	7	0.0001	0.7906
指导意义	7	0.0001	0.7906
装置	7	0.0001	0.7907
小儿	7	0.0001	0.7907
尾巴	7	0.0001	0.7908
风信子	7	0.0001	0.7908
野蕉	7	0.0001	0.7909
比率	7	0.0001	0.7909
甲氧基	7	0.0001	0.7910
菌斑	7	0.0001	0.7910
飞秒	7	0.0001	0.7911
基础医学	7	0.0001	0.7911
基金	7	0.0001	0.7912
服务器	7	0.0001	0.7912
后肢	7	0.0001	0.7913
特征值	7	0.0001	0.7913
伪品	7	0.0001	0.7914
硝酸	7	0.0001	0.7914
红掌	7	0.0001	0.7915
肌酐	7	0.0001	0.7916
长程	7	0.0001	0.7916
苦参	7	0.0001	0.7917
问卷	7	0.0001	0.7917
高脂血症	7	0.0001	0.7918
呼肠	7	0.0001	0.7918
哺乳类	7	0.0001	0.7919
茶多酚	7	0.0001	0.7919
软体	7	0.0001	0.7920
腺体	7	0.0001	0.7920
抗病性	7	0.0001	0.7921
温室	7	0.0001	0.7921
巢式	7	0.0001	0.7922
光谱仪	7	0.0001	0.7922
甲醇	7	0.0001	0.7923
雄蜂	7	0.0001	0.7923
眼动	7	0.0001	0.7924
肽聚糖	7	0.0001	0.7924
磷素	7	0.0001	0.7925
包虫病	7	0.0001	0.7925
草根	7	0.0001	0.7926
动物学	7	0.0001	0.7927
地磁场	7	0.0001	0.7927
杂种	7	0.0001	0.7928
主办单位	7	0.0001	0.7928
工厂	7	0.0001	0.7929
藻体	7	0.0001	0.7929
甲烷	7	0.0001	0.7930
金枪鱼	7	0.0001	0.7930
胰脏	7	0.0001	0.7931
模块化	7	0.0001	0.7931
视场	7	0.0001	0.7932
制药	7	0.0001	0.7932
端粒	7	0.0001	0.7933
端粒酶	7	0.0001	0.7933
精神疾病	7	0.0001	0.7934
双层	7	0.0001	0.7934
心电图	7	0.0001	0.7935
杀菌	7	0.0001	0.7935
蜡梅	7	0.0001	0.7936
侧链	7	0.0001	0.7936
石油	7	0.0001	0.7937
跨膜域	7	0.0001	0.7938
恒定	7	0.0001	0.7938
高丝氨酸	7	0.0001	0.7939
挖掘出	7	0.0001	0.7939
亲子鉴定	7	0.0001	0.7940
肠炎	7	0.0001	0.7940
类抗生素	7	0.0001	0.7941
挥发油	7	0.0001	0.7941
乘法	7	0.0001	0.7942
不稳定性	7	0.0001	0.7942
产毒	7	0.0001	0.7943
产气	7	0.0001	0.7943
汇总	7	0.0001	0.7944
分段	7	0.0001	0.7944
链接	7	0.0001	0.7945
吡咯	7	0.0001	0.7945
背根	7	0.0001	0.7946
衍生物	7	0.0001	0.7946
稻田	7	0.0001	0.7947
谐波	7	0.0001	0.7947
高峰期	7	0.0001	0.7948
肉碱	7	0.0001	0.7949
宏观	7	0.0001	0.7949
校准	7	0.0001	0.7950
外分泌	7	0.0001	0.7950
阴离子	7	0.0001	0.7951
质体	7	0.0001	0.7951
体壁	7	0.0001	0.7952
有益	7	0.0001	0.7952
布病	7	0.0001	0.7953
螯合	7	0.0001	0.7953
条由	7	0.0001	0.7954
肠系膜	7	0.0001	0.7954
排序	7	0.0001	0.7955
柠檬酸	7	0.0001	0.7955
二价	7	0.0001	0.7956
灯盏	7	0.0001	0.7956
菌毛	7	0.0001	0.7957
基因工程	7	0.0001	0.7957
角色	7	0.0001	0.7958
频数	7	0.0001	0.7958
可塑性	7	0.0001	0.7959
贫血	7	0.0001	0.7960
亚铁	7	0.0001	0.7960
金线	7	0.0001	0.7961
内皮	7	0.0001	0.7961
精母细胞	7	0.0001	0.7962
平均数	7	0.0001	0.7962
天线	7	0.0001	0.7963
空气	7	0.0001	0.7963
颗粒物	7	0.0001	0.7964
单加氧酶	7	0.0001	0.7964
家庭	7	0.0001	0.7965
葡萄酒	7	0.0001	0.7965
心室	7	0.0001	0.7966
低糖	7	0.0001	0.7966
台糖	7	0.0001	0.7967
豆蔻	7	0.0001	0.7967
三维重建	7	0.0001	0.7968
木酮糖	7	0.0001	0.7968
嗜酸	7	0.0001	0.7969
母系	7	0.0001	0.7969
转角	7	0.0001	0.7970
疫源地	7	0.0001	0.7971
电离	7	0.0001	0.7971
负性	7	0.0001	0.7972
载脂蛋白	7	0.0001	0.7972
心电	7	0.0001	0.7973
卷须	7	0.0001	0.7973
转色	7	0.0001	0.7974
马兜铃	7	0.0001	0.7974
主席	7	0.0001	0.7975
考古	7	0.0001	0.7975
心理学	7	0.0001	0.7976
体型	7	0.0001	0.7976
甘氨酸	7	0.0001	0.7977
乙肝	7	0.0001	0.7977
基因治疗	7	0.0001	0.7978
羧肽酶	7	0.0001	0.7978
质谱仪	7	0.0001	0.7979
舌鳎	7	0.0001	0.7979
院士	7	0.0001	0.7980
靶区	7	0.0001	0.7980
性反应	7	0.0001	0.7981
密码学	7	0.0001	0.7982
偏向	7	0.0001	0.7982
专利申请	6	0.0000	0.7982
伤口	6	0.0000	0.7983
干流	6	0.0000	0.7983
均一化	6	0.0000	0.7984
携带者	6	0.0000	0.7984
脐带	6	0.0000	0.7985
人类学	6	0.0000	0.7985
程序性	6	0.0000	0.7986
高灵敏度	6	0.0000	0.7986
生物群	6	0.0000	0.7987
起点	6	0.0000	0.7987
穿孔素	6	0.0000	0.7987
水痘	6	0.0000	0.7988
茶园	6	0.0000	0.7988
预防接种	6	0.0000	0.7989
病斑	6	0.0000	0.7989
遗传疾病	6	0.0000	0.7990
丘脑	6	0.0000	0.7990
发情期	6	0.0000	0.7991
寡糖	6	0.0000	0.7991
磁性	6	0.0000	0.7991
杂交种	6	0.0000	0.7992
用量	6	0.0000	0.7992
虹膜	6	0.0000	0.7993
根长	6	0.0000	0.7993
琥珀酸	6	0.0000	0.7994
加性	6	0.0000	0.7994
酸化	6	0.0000	0.7995
甜菜碱	6	0.0000	0.7995
核苷	6	0.0000	0.7996
磷酸激酶	6	0.0000	0.7996
异形	6	0.0000	0.7996
离体	6	0.0000	0.7997
母鸡	6	0.0000	0.7997
程序包	6	0.0000	0.7998
红豆	6	0.0000	0.7998
肥大细胞	6	0.0000	0.7999
系谱	6	0.0000	0.7999
赤霉病	6	0.0000	0.8000
通络	6	0.0000	0.8000
完整型	6	0.0000	0.8000
妹妹	6	0.0000	0.8001
低密度	6	0.0000	0.8001
食膜	6	0.0000	0.8002
全谱	6	0.0000	0.8002
配方	6	0.0000	0.8003
市场	6	0.0000	0.8003
异亮氨酸	6	0.0000	0.8004
产区	6	0.0000	0.8004
脯氨	6	0.0000	0.8004
根毛	6	0.0000	0.8005
高血压病	6	0.0000	0.8005
成功率	6	0.0000	0.8006
恐龙	6	0.0000	0.8006
药用价值	6	0.0000	0.8007
百脉	6	0.0000	0.8007
基因学	6	0.0000	0.8008
猪苓	6	0.0000	0.8008
脑炎	6	0.0000	0.8009
费用	6	0.0000	0.8009
贝类	6	0.0000	0.8009
肾阴虚	6	0.0000	0.8010
飞速发展	6	0.0000	0.8010
游泳	6	0.0000	0.8011
淤积	6	0.0000	0.8011
磷脂酸	6	0.0000	0.8012
流动	6	0.0000	0.8012
灌浆	6	0.0000	0.8013
字典	6	0.0000	0.8013
主题词	6	0.0000	0.8013
双翅目	6	0.0000	0.8014
二萜	6	0.0000	0.8014
门诊	6	0.0000	0.8015
中央	6	0.0000	0.8015
重要性	6	0.0000	0.8016
长势	6	0.0000	0.8016
越橘	6	0.0000	0.8017
参考价值	6	0.0000	0.8017
黏液	6	0.0000	0.8018
丝菌	6	0.0000	0.8018
龙葵	6	0.0000	0.8018
局限性	6	0.0000	0.8019
读长	6	0.0000	0.8019
三聚体	6	0.0000	0.8020
断奶	6	0.0000	0.8020
工作者	6	0.0000	0.8021
豚鼠	6	0.0000	0.8021
调整	6	0.0000	0.8022
黄土	6	0.0000	0.8022
顶叶	6	0.0000	0.8022
大花	6	0.0000	0.8023
类脑	6	0.0000	0.8023
泌乳期	6	0.0000	0.8024
编号	6	0.0000	0.8024
巯基	6	0.0000	0.8025
肽链	6	0.0000	0.8025
骨化	6	0.0000	0.8026
糖组学	6	0.0000	0.8026
北京鸭	6	0.0000	0.8026
泡虫	6	0.0000	0.8027
条为	6	0.0000	0.8027
海量	6	0.0000	0.8028
蛋壳	6	0.0000	0.8028
芳烃	6	0.0000	0.8029
琼胶	6	0.0000	0.8029
半衰期	6	0.0000	0.8030
风湿性关节炎	6	0.0000	0.8030
结石	6	0.0000	0.8031
期刊目录	6	0.0000	0.8031
吸浆虫	6	0.0000	0.8031
眼球	6	0.0000	0.8032
区域分析	6	0.0000	0.8032
混池	6	0.0000	0.8033
莴苣	6	0.0000	0.8033
耗时	6	0.0000	0.8034
年报	6	0.0000	0.8034
西葫芦	6	0.0000	0.8035
电气工程	6	0.0000	0.8035
大叶	6	0.0000	0.8035
和钙	6	0.0000	0.8036
小管	6	0.0000	0.8036
牙周	6	0.0000	0.8037
孢粉	6	0.0000	0.8037
入院	6	0.0000	0.8038
溶酶体	6	0.0000	0.8038
萎缩性	6	0.0000	0.8039
锈病	6	0.0000	0.8039
摩尔	6	0.0000	0.8039
酸类	6	0.0000	0.8040
蛔虫	6	0.0000	0.8040
碳酸盐岩	6	0.0000	0.8041
父系	6	0.0000	0.8041
胆汁酸	6	0.0000	0.8042
视角	6	0.0000	0.8042
硫解酶	6	0.0000	0.8043
夏枯草	6	0.0000	0.8043
小枝	6	0.0000	0.8044
山茱萸	6	0.0000	0.8044
线图	6	0.0000	0.8044
生理盐水	6	0.0000	0.8045
含脑	6	0.0000	0.8045
铵态氮	6	0.0000	0.8046
僵菌	6	0.0000	0.8046
林蛙	6	0.0000	0.8047
手性	6	0.0000	0.8047
子宫颈癌	6	0.0000	0.8048
潜叶蛾	6	0.0000	0.8048
无病	6	0.0000	0.8048
微信	6	0.0000	0.8049
溶剂	6	0.0000	0.8049
净光合	6	0.0000	0.8050
芳樟醇	6	0.0000	0.8050
菜粉蝶	6	0.0000	0.8051
合剂	6	0.0000	0.8051
评级	6	0.0000	0.8052
胫骨	6	0.0000	0.8052
装备	6	0.0000	0.8053
条纹	6	0.0000	0.8053
琥珀	6	0.0000	0.8053
鼠李糖	6	0.0000	0.8054
螺旋体	6	0.0000	0.8054
跨界	6	0.0000	0.8055
亚属	6	0.0000	0.8055
减退症	6	0.0000	0.8056
普通型	6	0.0000	0.8056
女贞	6	0.0000	0.8057
菊芋	6	0.0000	0.8057
线路	6	0.0000	0.8057
菊科	6	0.0000	0.8058
包囊	6	0.0000	0.8058
粪肠	6	0.0000	0.8059
白蛾	6	0.0000	0.8059
预估	6	0.0000	0.8060
腹鱼	6	0.0000	0.8060
豆科	6	0.0000	0.8061
田鼠	6	0.0000	0.8061
含油率	6	0.0000	0.8061
原子力	6	0.0000	0.8062
冠脉	6	0.0000	0.8062
同治	6	0.0000	0.8063
异病	6	0.0000	0.8063
公众	6	0.0000	0.8064
胞外囊	6	0.0000	0.8064
大组	6	0.0000	0.8065
季节	6	0.0000	0.8065
韧带	6	0.0000	0.8066
白术	6	0.0000	0.8066
旁系	6	0.0000	0.8066
薯蓣	6	0.0000	0.8067
免疫性	6	0.0000	0.8067
难题	6	0.0000	0.8068
畜牧业	6	0.0000	0.8068
疾病基因	6	0.0000	0.8069
多浪	6	0.0000	0.8069
菌系	6	0.0000	0.8070
丹参酮	6	0.0000	0.8070
树莓	6	0.0000	0.8070
远端	6	0.0000	0.8071
母乳	6	0.0000	0.8071
代号	6	0.0000	0.8072
危组	6	0.0000	0.8072
病虫害	6	0.0000	0.8073
电磁	6	0.0000	0.8073
调节性	6	0.0000	0.8074
果荚	6	0.0000	0.8074
二头肌	6	0.0000	0.8075
持续时间	6	0.0000	0.8075
香猪	6	0.0000	0.8075
羊驼	6	0.0000	0.8076
旗叶	6	0.0000	0.8076
楸树	6	0.0000	0.8077
寄生蜂	6	0.0000	0.8077
硬骨鱼类	6	0.0000	0.8078
电子化	6	0.0000	0.8078
计算机化	6	0.0000	0.8079
比色法	6	0.0000	0.8079
公鸡	6	0.0000	0.8079
芽叶	6	0.0000	0.8080
棒束	6	0.0000	0.8080
疙瘩	6	0.0000	0.8081
重叠群	6	0.0000	0.8081
同工酶	6	0.0000	0.8082
磷酸二酯	6	0.0000	0.8082
小檗	6	0.0000	0.8083
恒河	6	0.0000	0.8083
内脂	6	0.0000	0.8083
鲫鱼	6	0.0000	0.8084
波形	6	0.0000	0.8084
植物种子	6	0.0000	0.8085
陇油	6	0.0000	0.8085
数据管理	6	0.0000	0.8086
类钙	6	0.0000	0.8086
正义	6	0.0000	0.8087
专题讨论	6	0.0000	0.8087
数字化	6	0.0000	0.8088
桃花	6	0.0000	0.8088
水母	6	0.0000	0.8088
类囊体	6	0.0000	0.8089
信噪比	6	0.0000	0.8089
肌钙蛋白	6	0.0000	0.8090
单纯性	6	0.0000	0.8090
支链	6	0.0000	0.8091
理论值	6	0.0000	0.8091
蜜柑	6	0.0000	0.8092
转移性	6	0.0000	0.8092
粒重	6	0.0000	0.8092
构件	6	0.0000	0.8093
恶性疟	6	0.0000	0.8093
制图	6	0.0000	0.8094
大气	6	0.0000	0.8094
诱导型	6	0.0000	0.8095
容量	6	0.0000	0.8095
氨肽酶	6	0.0000	0.8096
猎物	6	0.0000	0.8096
染病	6	0.0000	0.8096
锚蛋白	6	0.0000	0.8097
双月刊	6	0.0000	0.8097
药剂学	6	0.0000	0.8098
药物制剂	6	0.0000	0.8098
被动	6	0.0000	0.8099
互作	6	0.0000	0.8099
基本功能	6	0.0000	0.8100
诊断模型	6	0.0000	0.8100
单酰	6	0.0000	0.8101
硬化症	6	0.0000	0.8101
基因枪	6	0.0000	0.8101
棒状	6	0.0000	0.8102
绿叶	6	0.0000	0.8102
氯离子	6	0.0000	0.8103
花冠	6	0.0000	0.8103
舌状花	6	0.0000	0.8104
白斑	6	0.0000	0.8104
原癌基因	6	0.0000	0.8105
曲率	6	0.0000	0.8105
轮虫	6	0.0000	0.8105
古生物	6	0.0000	0.8106
实例	6	0.0000	0.8106
准确度	6	0.0000	0.8107
品位	6	0.0000	0.8107
变幅	6	0.0000	0.8108
新策略	6	0.0000	0.8108
金花	6	0.0000	0.8109
无籽	6	0.0000	0.8109
白垩	6	0.0000	0.8110
智能手机	6	0.0000	0.8110
黑色	6	0.0000	0.8110
早产儿	6	0.0000	0.8111
白纹	6	0.0000	0.8111
肌电	6	0.0000	0.8112
染料	6	0.0000	0.8112
爬行动物	6	0.0000	0.8113
含硫	6	0.0000	0.8113
沼泽	6	0.0000	0.8114
用户名	6	0.0000	0.8114
学术性	6	0.0000	0.8114
医药工业	6	0.0000	0.8115
勘查	6	0.0000	0.8115
橄榄	6	0.0000	0.8116
鲤鱼	6	0.0000	0.8116
热液	6	0.0000	0.8117
白鹅	6	0.0000	0.8117
科属	6	0.0000	0.8118
分配	6	0.0000	0.8118
内酰胺	6	0.0000	0.8118
反式	6	0.0000	0.8119
空间信息	6	0.0000	0.8119
会员	6	0.0000	0.8120
交通	6	0.0000	0.8120
腹膜	6	0.0000	0.8121
逆转录	6	0.0000	0.8121
优先	6	0.0000	0.8122
势能	6	0.0000	0.8122
棉蚜	6	0.0000	0.8123
赤潮	6	0.0000	0.8123
频谱	6	0.0000	0.8123
水系	6	0.0000	0.8124
高压	6	0.0000	0.8124
环节	6	0.0000	0.8125
丙型肝炎	6	0.0000	0.8125
芥子油	6	0.0000	0.8126
中类	6	0.0000	0.8126
毛细管	6	0.0000	0.8127
微丝	6	0.0000	0.8127
珍菇	6	0.0000	0.8127
热潮	6	0.0000	0.8128
酚类	6	0.0000	0.8128
层状	6	0.0000	0.8129
小波	6	0.0000	0.8129
乙酰基	6	0.0000	0.8130
水样	6	0.0000	0.8130
原发灶	6	0.0000	0.8131
肌球蛋白	6	0.0000	0.8131
第二信使	6	0.0000	0.8132
组方	6	0.0000	0.8132
单糖	6	0.0000	0.8132
阴性菌	6	0.0000	0.8133
规模	6	0.0000	0.8133
黑猩猩	6	0.0000	0.8134
致死率	6	0.0000	0.8134
兽类	6	0.0000	0.8135
磷酸甘油	6	0.0000	0.8135
资料	6	0.0000	0.8136
岩石	6	0.0000	0.8136
脾胃	6	0.0000	0.8136
灰岩	6	0.0000	0.8137
小蠹	6	0.0000	0.8137
胞浆	6	0.0000	0.8138
伴侣	6	0.0000	0.8138
伴侣蛋白	6	0.0000	0.8139
混合物	6	0.0000	0.8139
病历	6	0.0000	0.8140
牙龈	6	0.0000	0.8140
虫株	6	0.0000	0.8140
陆地	6	0.0000	0.8141
稀土	6	0.0000	0.8141
行业	6	0.0000	0.8142
膜联蛋白	6	0.0000	0.8142
果穗	6	0.0000	0.8143
根肿病	6	0.0000	0.8143
过度	6	0.0000	0.8144
柱状	6	0.0000	0.8144
豇豆	6	0.0000	0.8145
工程技术	6	0.0000	0.8145
宽带	6	0.0000	0.8145
阻力	6	0.0000	0.8146
传粉	6	0.0000	0.8146
磁化率	6	0.0000	0.8147
性疾病	6	0.0000	0.8147
案例	6	0.0000	0.8148
全菌	6	0.0000	0.8148
玉米种子	6	0.0000	0.8149
喉头	6	0.0000	0.8149
肽酶	6	0.0000	0.8149
客观	6	0.0000	0.8150
热度	6	0.0000	0.8150
焦点	6	0.0000	0.8151
脑出血	6	0.0000	0.8151
图论	6	0.0000	0.8152
钩端	6	0.0000	0.8152
路线	6	0.0000	0.8153
计算技术	6	0.0000	0.8153
监控	6	0.0000	0.8154
手指	6	0.0000	0.8154
酶切位点	6	0.0000	0.8154
籼稻	6	0.0000	0.8155
蚯蚓	6	0.0000	0.8155
华支	6	0.0000	0.8156
联系人	6	0.0000	0.8156
机遇	6	0.0000	0.8157
改革	6	0.0000	0.8157
梗阻性	6	0.0000	0.8158
苦参碱	6	0.0000	0.8158
乳制品	6	0.0000	0.8158
波谱	6	0.0000	0.8159
自然界	6	0.0000	0.8159
嵌合体	6	0.0000	0.8160
母本	6	0.0000	0.8160
莲座	6	0.0000	0.8161
仔鱼	6	0.0000	0.8161
地层学	6	0.0000	0.8162
经历	6	0.0000	0.8162
富士	6	0.0000	0.8162
囊泡	6	0.0000	0.8163
鸢尾	6	0.0000	0.8163
桃树	6	0.0000	0.8164
种苗	6	0.0000	0.8164
脏器	6	0.0000	0.8165
表面活性	6	0.0000	0.8165
致敏性	6	0.0000	0.8166
苹果蠹蛾	6	0.0000	0.8166
腹腔镜	6	0.0000	0.8167
计量学	6	0.0000	0.8167
温带	6	0.0000	0.8167
总皂苷	6	0.0000	0.8168
成株	6	0.0000	0.8168
乳酸杆菌	6	0.0000	0.8169
超基因	6	0.0000	0.8169
扮演着	6	0.0000	0.8170
穿心莲	6	0.0000	0.8170
水合	6	0.0000	0.8171
心脏病	6	0.0000	0.8171
鞭毛虫	6	0.0000	0.8171
鼢鼠	6	0.0000	0.8172
网状	6	0.0000	0.8172
甲素	6	0.0000	0.8173
链断裂	6	0.0000	0.8173
豆球蛋白	6	0.0000	0.8174
反射率	6	0.0000	0.8174
个长	6	0.0000	0.8175
统计数据	6	0.0000	0.8175
损耗	6	0.0000	0.8175
株型	6	0.0000	0.8176
轮状病毒	6	0.0000	0.8176
信息量	6	0.0000	0.8177
高尿酸	6	0.0000	0.8177
骨髓细胞	6	0.0000	0.8178
小时	5	0.0000	0.8178
氨基丁酸	5	0.0000	0.8178
蜡样	5	0.0000	0.8179
环斑	5	0.0000	0.8179
喷雾	5	0.0000	0.8180
油气	5	0.0000	0.8180
生长点	5	0.0000	0.8180
茉莉花	5	0.0000	0.8181
网络拓扑	5	0.0000	0.8181
针法	5	0.0000	0.8181
振幅	5	0.0000	0.8182
电镀	5	0.0000	0.8182
毒副作用	5	0.0000	0.8183
金元	5	0.0000	0.8183
铁锁	5	0.0000	0.8183
左室	5	0.0000	0.8184
社会性	5	0.0000	0.8184
潜力	5	0.0000	0.8184
结合力	5	0.0000	0.8185
免疫诊断	5	0.0000	0.8185
凝血酶	5	0.0000	0.8186
商陆	5	0.0000	0.8186
精液	5	0.0000	0.8186
蛋白尿	5	0.0000	0.8187
寄蝇	5	0.0000	0.8187
腰椎	5	0.0000	0.8187
涝害	5	0.0000	0.8188
促分裂原	5	0.0000	0.8188
重离子	5	0.0000	0.8189
产妇	5	0.0000	0.8189
系统地	5	0.0000	0.8189
龙脑	5	0.0000	0.8190
儿茶素	5	0.0000	0.8190
母乳喂养	5	0.0000	0.8190
白芍	5	0.0000	0.8191
肝移植	5	0.0000	0.8191
蚊媒	5	0.0000	0.8192
复数	5	0.0000	0.8192
夹心	5	0.0000	0.8192
步行	5	0.0000	0.8193
重量	5	0.0000	0.8193
园林	5	0.0000	0.8193
有序	5	0.0000	0.8194
浙贝母	5	0.0000	0.8194
碎片	5	0.0000	0.8195
检测法	5	0.0000	0.8195
型类	5	0.0000	0.8195
单系	5	0.0000	0.8196
蓄积量	5	0.0000	0.8196
中位	5	0.0000	0.8196
后肠	5	0.0000	0.8197
白痢	5	0.0000	0.8197
汁胞	5	0.0000	0.8198
无缝	5	0.0000	0.8198
果聚糖	5	0.0000	0.8198
卵菌	5	0.0000	0.8199
扁桃体	5	0.0000	0.8199
胸膜	5	0.0000	0.8199
苄基	5	0.0000	0.8200
红果	5	0.0000	0.8200
后生	5	0.0000	0.8201
原则	5	0.0000	0.8201
工业生产	5	0.0000	0.8201
荷花	5	0.0000	0.8202
羊水	5	0.0000	0.8202
宗旨	5	0.0000	0.8202
嫩茎	5	0.0000	0.8203
副产物	5	0.0000	0.8203
分泌量	5	0.0000	0.8204
褐色	5	0.0000	0.8204
逻辑性	5	0.0000	0.8204
独角	5	0.0000	0.8205
硬质	5	0.0000	0.8205
瘟菌	5	0.0000	0.8205
酪蛋白	5	0.0000	0.8206
枣树	5	0.0000	0.8206
彩色	5	0.0000	0.8207
本年度	5	0.0000	0.8207
生殖道	5	0.0000	0.8207
盐渍	5	0.0000	0.8208
环境变量	5	0.0000	0.8208
切花	5	0.0000	0.8208
政策	5	0.0000	0.8209
监管	5	0.0000	0.8209
免疫优势	5	0.0000	0.8210
四聚体	5	0.0000	0.8210
海豚	5	0.0000	0.8210
孢节丛	5	0.0000	0.8211
水库	5	0.0000	0.8211
彩色图像	5	0.0000	0.8211
原创性	5	0.0000	0.8212
转氨酶	5	0.0000	0.8212
